DIM1	DIM2	type	viroid	class	train_label	pred_label
-1.75493352941596	-0.21454117175501	severe	AJ634596.1	2	unknown	severe
-2.22178746424891	1.99406353446239	unknown	AY152840.1	2	unknown	severe
-2.10220192440381	2.02372238178402	unknown	AY152841.1	2	unknown	severe
6.79291721964381	2.7862130800646	unknown	AY360446.1	2	unknown	severe
2.37194968014053	-0.971454090965968	unknown	AY372397.1	2	unknown	severe
7.99716089398874	4.51513302963221	unknown	AY372398.1	2	unknown	severe
-13.0351899023026	6.19371079280265	unknown	AY492075.1	2	unknown	severe
-13.2609458041235	6.04382813279274	unknown	AY492076.1	2	unknown	severe
-13.1483737312087	6.24300470903611	unknown	AY492077.1	2	unknown	severe
-12.986470328402	6.15294750273838	unknown	AY492078.1	2	unknown	severe
-13.1676816983588	6.15694230300053	unknown	AY492079.1	2	unknown	severe
-7.88978219511955	7.87099640377843	unknown	AY492080.1	2	unknown	severe
-7.91326272638902	7.82528076941287	unknown	AY492081.1	2	unknown	severe
-7.90199457820318	7.78090840586278	unknown	AY492083.2	2	unknown	severe
-12.9822842721766	6.32797124628902	unknown	AY492084.1	2	unknown	severe
-7.83929183297116	7.65182058090523	unknown	AY493559.1	2	unknown	severe
-1.7282374380991	-0.356566697805755	severe	AY518939.1	2	unknown	severe
1.30475698364945	0.255214604717539	unknown	AY518940.1	2	unknown	severe
2.44057442366881	-0.990681585398835	unknown	AY532801.1	2	unknown	severe
-1.65917878782248	-0.896946876265506	unknown	AY673974.1	2	unknown	severe
-8.06049836270334	8.00187292244975	unknown	AY937180.1	2	unknown	severe
-6.17928198218595	3.12043434065529	unknown	AY937181.1	2	unknown	severe
-6.14050656944478	3.0831456562415	unknown	AY937182.1	2	unknown	severe
-7.98977538763715	7.92851459198064	unknown	AY937183.1	2	unknown	severe
-7.8504053315831	7.71762691554954	unknown	AY937184.1	2	unknown	severe
-8.06044208036395	7.92810901880758	unknown	AY937185.1	2	unknown	severe
-7.91379567675904	7.58236014250941	unknown	AY937186.1	2	unknown	severe
-13.0629798400069	6.2563505919603	unknown	AY937187.1	2	unknown	severe
-8.2051223796722	7.85251603551895	unknown	AY937188.1	2	unknown	severe
-6.22870020223769	3.17019727309056	unknown	AY937189.1	2	unknown	severe
-6.25718210821429	3.19799937406316	unknown	AY937190.1	2	unknown	severe
-6.24460868367168	3.18546591258991	unknown	AY937191.1	2	unknown	severe
-6.24669709524682	3.18671835341245	unknown	AY937192.1	2	unknown	severe
-6.39173891097513	3.33218726779673	unknown	AY937193.1	2	unknown	severe
-7.9293413419621	7.82900250726117	unknown	AY937194.1	2	unknown	severe
-1.57238172663498	2.25617124699281	unknown	DD220185.1	2	unknown	severe
2.31402964523669	-0.826680870168412	unknown	DQ308556.1	2	unknown	severe
-1.53131063410847	-0.546333530484187	unknown	DQ308558.1	2	unknown	severe
-12.4323462953167	6.39035256132906	unknown	DQ308561.1	2	unknown	severe
6.96576355686413	2.90820004294037	unknown	DQ315388.1	2	unknown	severe
-12.9907055118709	6.30144390009096	unknown	EF044302.1	2	unknown	severe
-13.0252536850934	5.97965264704797	unknown	EF044303.1	2	unknown	severe
-12.8790294493851	6.11109356646026	unknown	EF044304.1	2	unknown	severe
11.7650635519141	5.64740108915153	unknown	EF192393.1	2	unknown	severe
11.3549938673089	4.99920959146714	unknown	EF192394.1	2	unknown	severe
12.1174540402344	5.38785822734236	unknown	EF459697.1	2	unknown	severe
11.8947425992081	5.55201802349634	unknown	EF459698.1	2	unknown	severe
11.8024817131116	5.68308497188585	unknown	EF459699.1	2	unknown	severe
11.8160541607663	5.69801809301584	unknown	EF459701.1	2	unknown	severe
11.8126836404297	5.48959784026196	unknown	EF580923.1	2	unknown	severe
-13.1436041164586	5.97461604797208	unknown	EU257478.1	2	unknown	severe
2.36025989095704	-0.893116956586149	unknown	EU862230.1	2	unknown	severe
-12.9032391526879	6.22690882756681	unknown	EU879913.1	2	unknown	severe
-11.1795208479593	6.97766527679954	unknown	EU879914.1	2	unknown	severe
-12.8114351410656	6.50539626025277	unknown	EU879922.1	2	unknown	severe
-11.0752792380897	7.02942639986084	unknown	EU879924.1	2	unknown	severe
-12.6517488138245	6.46724575375747	unknown	EU879925.1	2	unknown	severe
2.18873288670932	-0.727324121406515	unknown	FJ797614.1	2	unknown	severe
2.14785352362712	0.220708454619027	unknown	FJ872824.1	2	unknown	severe
11.8407163321367	5.40404231606853	unknown	FJ872825.1	2	unknown	severe
7.9039868882981	3.80639105088761	unknown	FM998543.1	2	unknown	severe
7.90204917296427	3.837935898354	unknown	FM998544.1	2	unknown	severe
7.95524525255927	3.88447532935324	unknown	FM998545.1	2	unknown	severe
11.1109172079231	4.79290927806051	unknown	FM998546.1	2	unknown	severe
11.2853535307145	4.965364935094	unknown	FM998547.1	2	unknown	severe
11.2563384746127	4.97577814233518	unknown	FM998548.1	2	unknown	severe
11.2322031584188	4.90091452519091	unknown	FM998549.1	2	unknown	severe
7.83690613120646	4.50867049055846	unknown	FM998550.1	2	unknown	severe
11.6730324728536	5.49686232744114	unknown	FM998551.1	2	unknown	severe
7.27949202275574	3.05217218976546	severe	FR851463.1	2	severe	severe
2.93332458077203	2.98892702162525	unknown	GQ853457.1	2	unknown	severe
2.93528488473943	2.99273906842729	unknown	GQ853458.1	2	unknown	severe
2.90508043731812	3.00091219139535	unknown	GQ853459.1	2	unknown	severe
2.10131354152122	0.134753355203162	unknown	GQ853460.1	2	unknown	severe
2.77567235129668	2.86886378815787	moderate	GQ853461.1	2	moderate	severe
2.3284003020515	0.23651193161522	unknown	GQ853462.1	2	unknown	severe
2.21255535595525	0.205701066518506	unknown	GQ853463.1	2	unknown	severe
-1.79714253110115	-1.66771931149948	unknown	GQ853464.1	2	unknown	severe
2.15986608498457	0.283043954545233	unknown	GQ853465.1	2	unknown	severe
2.19429363165968	0.279137127557572	unknown	GQ853466.1	2	unknown	severe
2.32248985108783	0.226501854159141	unknown	GQ853467.1	2	unknown	severe
2.2002522282903	0.395061441854289	unknown	GQ853468.1	2	unknown	severe
2.09289416857959	0.366647063246907	unknown	GQ853469.1	2	unknown	severe
-9.30970397107002	7.96237141896243	unknown	GU481092.1	2	unknown	severe
1.36670246530762	0.232351488828402	unknown	HE575349.1	2	unknown	severe
3.1198616806238	0.394870602801997	unknown	HQ452399.1	2	unknown	severe
3.12605571573312	0.346987423865782	unknown	HQ452400.1	2	unknown	severe
3.17873349936583	0.344042627842943	unknown	HQ452401.1	2	unknown	severe
7.36548919032726	3.10563476086835	unknown	HQ452402.1	2	unknown	severe
3.53898887524371	0.186088413333093	unknown	HQ452403.1	2	unknown	severe
3.18093411857171	0.343768933887025	unknown	HQ452404.1	2	unknown	severe
3.17554741970297	0.31046940309836	unknown	HQ452405.1	2	unknown	severe
3.45939712340676	0.117982251767355	unknown	HQ452406.1	2	unknown	severe
3.44615569236872	0.197164188515894	unknown	HQ452407.1	2	unknown	severe
3.52872432046257	0.189064639597619	unknown	HQ452408.1	2	unknown	severe
7.33089036467309	3.16876700491519	unknown	HQ452409.1	2	unknown	severe
7.49619053692155	3.06932032898085	unknown	HQ452410.1	2	unknown	severe
7.4232006542043	3.10427436675115	unknown	HQ452411.1	2	unknown	severe
7.34078775948725	3.2247002818528	unknown	HQ452412.1	2	unknown	severe
2.89670054239257	0.15154914605952	unknown	HQ452413.1	2	unknown	severe
3.24839474635681	0.476064976547982	unknown	HQ452414.1	2	unknown	severe
3.62319921826908	0.225349310990964	unknown	HQ452415.1	2	unknown	severe
3.60845438816924	0.25144967782217	unknown	HQ452416.1	2	unknown	severe
11.653551502804	5.84603143391257	unknown	HQ454919.1	2	unknown	severe
11.6570610882721	5.86663925015497	unknown	HQ454920.1	2	unknown	severe
11.7374319609535	5.73949396101852	unknown	HQ454921.1	2	unknown	severe
11.5221913011714	5.8794487764234	unknown	HQ454922.1	2	unknown	severe
11.8487541704313	5.44888230128887	unknown	HQ454923.1	2	unknown	severe
12.0715837596573	5.58177829752452	unknown	HQ454924.1	2	unknown	severe
11.4904833038539	5.94611590340075	unknown	HQ454925.1	2	unknown	severe
12.0016797036485	5.63282662097515	unknown	HQ454926.1	2	unknown	severe
7.91823456076917	4.62677966914169	unknown	HQ454927.1	2	unknown	severe
11.9151447896672	5.53350989721929	unknown	HQ454928.1	2	unknown	severe
7.93401726854149	4.4980091662785	unknown	HQ454929.1	2	unknown	severe
7.83581838970587	4.55705182814969	unknown	HQ454930.1	2	unknown	severe
7.93830245191233	4.5466828202879	unknown	HQ454931.1	2	unknown	severe
7.99716860253753	4.0068977171077	unknown	HQ454932.1	2	unknown	severe
11.5551931121141	5.31713911150522	unknown	HQ454937.1	2	unknown	severe
11.7443885909657	5.72213147168266	unknown	HQ456944.1	2	unknown	severe
-1.80734679433387	-1.7605983745417	unknown	HQ639699.1	2	unknown	severe
7.03616488791158	2.95826243023068	unknown	JQ889839.1	2	unknown	severe
-12.9066739631064	6.40145200628548	unknown	JQ889843.1	2	unknown	severe
-12.7719596808097	6.57299251489844	unknown	JQ889844.1	2	unknown	severe
-12.9209394244013	6.49677135539723	unknown	JQ889845.1	2	unknown	severe
-12.424359537093	6.78749821528689	unknown	JQ889846.1	2	unknown	severe
2.55077532038076	-1.040522568014	unknown	JX280944.1	2	unknown	severe
-2.18672561816044	2.02793975239988	unknown	KC810005.1	2	unknown	severe
-7.79880306532213	7.79344757105266	unknown	KC810007.1	2	unknown	severe
7.78401031659049	3.72914189980589	unknown	KC810008.1	2	unknown	severe
7.88064271238883	3.84315231965825	unknown	KC810009.1	2	unknown	severe
2.43624666645273	-0.385249454333427	unknown	KF049417.1	2	unknown	severe
8.07491062506239	4.50279265824849	unknown	KF418767.1	2	unknown	severe
11.9488859085589	5.49010023160927	unknown	KF418768.1	2	unknown	severe
2.32264513723338	-0.89492784353802	unknown	KF493732.1	2	unknown	severe
2.21626296043796	-0.127357438507659	moderate	KF683200.1	2	unknown	severe
2.4637908650125	-0.948239727244776	moderate	KJ857496.1	2	moderate	severe
2.36376712783563	-0.78585056467602	unknown	KJ857497.1	2	unknown	severe
2.55913072156407	-1.07405597069589	unknown	KJ857498.1	2	unknown	severe
-6.00749010333665	5.88787746914449	unknown	KR611336.1	2	unknown	severe
-6.08623963840317	5.96590770893713	unknown	KR611346.1	2	unknown	severe
-6.02375378735259	5.90387170756332	unknown	KR611347.1	2	unknown	severe
-6.03888589726334	5.9242698258555	unknown	KR611348.1	2	unknown	severe
-5.97087917516123	5.85514165141832	unknown	KR611359.1	2	unknown	severe
-5.98045949579948	5.86528176266391	unknown	KR611360.1	2	unknown	severe
-12.8084593388846	6.51918954139997	unknown	KR611371.1	2	unknown	severe
-7.71148892158959	7.95371073245864	unknown	KY522728.1	2	unknown	severe
-7.7020820662029	7.5394198684811	unknown	KY522729.1	2	unknown	severe
-9.09342947762658	7.89884365412716	unknown	KY522730.1	2	unknown	severe
-6.16601991852617	3.10577360497222	unknown	KY522731.1	2	unknown	severe
-13.3257422063691	6.08509416532907	unknown	KY522732.1	2	unknown	severe
-8.83181920750957	7.8661366848292	unknown	KY522733.1	2	unknown	severe
-7.58158744936377	7.58907667272307	unknown	KY522734.1	2	unknown	severe
-7.61939527056871	7.7119650119682	unknown	KY522735.1	2	unknown	severe
-13.3020603020759	5.98602759822082	unknown	KY522736.1	2	unknown	severe
-8.06679126401114	7.92887419324558	unknown	KY522737.1	2	unknown	severe
-13.1488689404908	5.94100282191674	unknown	KY522739.1	2	unknown	severe
-8.06565927318952	8.07919196129091	unknown	KY522740.1	2	unknown	severe
-7.73965589537039	8.00009188745503	unknown	KY522741.1	2	unknown	severe
-13.1800372502052	6.24646286940655	unknown	KY936876.1	2	unknown	severe
-7.50816533697602	6.81410355208195	unknown	KY936884.1	2	unknown	severe
-6.09908437930542	5.98341148977653	unknown	KY936885.1	2	unknown	severe
7.47295090196288	2.88022938940293	unknown	LC388860.1	2	unknown	severe
-12.6829382977755	6.7212650984955	severe	LC523672.1	2	unknown	severe
-12.990950111599	5.74883122918748	severe	LC523675.1	2	severe	severe
-12.7519290179734	6.67113161622297	severe	LC523676.1	2	unknown	severe
-13.1919451317011	5.87681551239113	unknown	M36163.1	2	unknown	severe
-8.00884682881927	7.52681163235735	unknown	M38345.1	2	unknown	severe
6.82844964246956	2.81507261055365	moderate	M88678.1	2	unknown	severe
2.71475552930655	2.82632676288124	unknown	MF140246.1	2	unknown	severe
2.8716486807466	2.98620328576672	unknown	MF140247.1	2	unknown	severe
2.87343962268709	3.07066462087434	unknown	MF140248.1	2	unknown	severe
2.67360358283201	2.95406389855607	unknown	MF140249.1	2	unknown	severe
2.92659072244266	2.86430030820858	unknown	MF140250.1	2	unknown	severe
3.07524025569881	2.77665487040831	unknown	MF140251.1	2	unknown	severe
2.74668719638	2.88764458157319	unknown	MF140252.1	2	unknown	severe
2.73809473221019	3.15904544032174	unknown	MF140253.1	2	unknown	severe
2.76669257287161	3.04421533443022	unknown	MF140254.1	2	unknown	severe
-1.50257710926816	2.50175696476329	unknown	MK303579.1	2	unknown	severe
2.37259016114607	-0.927706409728227	moderate	X17268.1	2	moderate	severe
-2.15313481771189	2.03299873661238	severe	X58388.1	2	severe	severe
-1.69354846545836	-1.07164148205399	unknown	X76845.1	2	unknown	severe
3.10605213669871	2.71151752944497	severe	X76846.1	2	unknown	severe
-2.20809075969998	1.96216954528907	severe	X97387.1	2	severe	severe
-1.76859066342332	-1.51924772074063	unknown	Y08852.1	2	unknown	severe
-1.75268200987066	-1.49472383872907	unknown	Y09381.1	2	unknown	severe
-1.8140496055495	-1.54715501969174	unknown	Y09382.1	2	unknown	severe
1.9422094212979	0.246389653408047	severe	Y09383.1	2	severe	severe
-2.35988651901073	-7.36406032324623	unknown	AF458996.1	3	unknown	mild
-2.57963834408746	-7.62394305661055	mild	AF483470.1	3	mild	mild
-2.32899077920095	-7.36636303024104	unknown	AF483471.1	3	unknown	mild
-2.95916775420013	-8.07222771304032	unknown	AY493560.1	3	unknown	mild
-1.85415289780258	-6.74859258378884	unknown	DQ308560.1	3	unknown	mild
-3.04118092123303	-8.70889526063921	unknown	EF044305.1	3	unknown	mild
-3.07731863565172	-8.44336447332234	unknown	EU879915.1	3	unknown	mild
-3.1454586208368	-8.63670239126114	unknown	EU879916.1	3	unknown	mild
-3.24179252717228	-8.61522775373193	unknown	EU879917.1	3	unknown	mild
-3.1240381768301	-7.65195736910447	unknown	EU879918.1	3	unknown	mild
-2.52375072260025	-7.38132422815357	unknown	EU879919.1	3	unknown	mild
-3.24030542233749	-8.41379511244361	unknown	EU879920.1	3	unknown	mild
-3.25601704247243	-8.66695636497771	unknown	EU879921.1	3	unknown	mild
-3.33745207370681	-6.91855775547307	unknown	EU879923.1	3	unknown	mild
-2.43232679592909	-7.71698236960938	unknown	EU879926.1	3	unknown	mild
-2.69147285501296	-7.40104130379396	unknown	HM753555.1	3	unknown	mild
-2.02099377129317	-6.85994759859831	unknown	HQ639697.1	3	unknown	mild
-2.40506742754664	-7.80821745758298	unknown	HQ639698.1	3	unknown	mild
-3.06609029591573	-7.23591090218791	unknown	HQ639700.1	3	unknown	mild
-1.66600554840811	-6.57290241396504	unknown	HQ639701.1	3	unknown	mild
-2.03244762310389	-6.92878349617293	mild	JQ806338.1	3	mild	mild
-3.16615846120465	-8.54035269657926	unknown	JQ889840.1	3	unknown	mild
-3.39330529308573	-6.96387036369696	unknown	JQ889841.1	3	unknown	mild
-3.09217044891744	-8.21104464848247	unknown	JQ889847.1	3	unknown	mild
-3.26498768982938	-7.10443295082033	unknown	JQ889850.1	3	unknown	mild
-2.4610254280582	-7.83146726092029	unknown	JQ889853.1	3	unknown	mild
-1.83972127143313	-6.67938838293003	unknown	JQ889854.1	3	unknown	mild
-2.97165987451624	-8.48355437051961	unknown	KM588065.1	3	unknown	mild
-3.14453721253248	-8.70925211598566	unknown	KR611334.1	3	unknown	mild
-3.11720563828858	-8.64300973596595	unknown	KR611335.1	3	unknown	mild
-2.21945718562135	-8.78778426133357	unknown	KR611342.1	3	unknown	mild
-3.45437713549236	-6.9345241464447	unknown	KR611349.1	3	unknown	mild
-3.30298023602411	-8.87839181973044	unknown	KR611355.1	3	unknown	mild
-3.15966340585853	-8.47881242049788	unknown	KR611357.1	3	unknown	mild
-2.38381250744014	-8.82085812052981	unknown	KR611358.1	3	unknown	mild
-3.46762737241215	-6.90489233055693	unknown	KR611365.1	3	unknown	mild
-3.0421776942127	-8.77032450369589	unknown	KR611370.1	3	unknown	mild
-3.36973957090992	-6.96460796815562	unknown	KR611372.1	3	unknown	mild
-2.52383796244621	-8.77669114650228	unknown	KR611375.1	3	unknown	mild
-3.27763417475898	-8.89852439116095	unknown	KY328288.1	3	unknown	mild
-2.14366990370601	-8.87696100105596	unknown	KY522738.1	3	unknown	mild
-3.09467086803156	-8.77144108648334	unknown	KY936875.1	3	unknown	mild
-3.38020688939311	-6.97919721724193	unknown	KY936877.1	3	unknown	mild
-2.37431681136994	-7.95647744208689	unknown	KY936878.1	3	unknown	mild
-3.13293695117236	-8.47289979939875	unknown	KY936879.1	3	unknown	mild
-3.30428613977815	-8.90457698151766	unknown	KY936882.1	3	unknown	mild
-3.07123736470913	-8.7928308521553	unknown	KY936883.1	3	unknown	mild
-2.49464726880386	-7.59344956418718	unknown	M93685.1	3	unknown	mild
-1.56835865293335	-6.46789336703169	unknown	MG450358.1	3	unknown	mild
-1.79809032370652	-6.68818256098004	severe	U23060.1	3	unknown	mild
-2.33860008459821	-7.50408538197412	unknown	X76847.1	3	unknown	mild
-2.71645934309117	-7.63105650154409	mild	Y09575.1	3	mild	mild
5.5408332361008	-10.5345648842065	unknown	AF483472.1	4	unknown	unknown
5.48831025202576	-10.4019128657227	unknown	AF483473.1	4	unknown	unknown
5.61023751716733	-10.5949096845084	unknown	AY372394.1	4	unknown	unknown
5.61163515964363	-10.5428188321671	unknown	AY372400.1	4	unknown	unknown
5.59730348918761	-10.6889675521358	unknown	DQ308555.1	4	unknown	unknown
5.4431887618331	-10.6710986516956	unknown	DQ308557.1	4	unknown	unknown
5.37162691297501	-10.3930635448605	unknown	JQ889842.1	4	unknown	unknown
4.20650267869461	-8.10144700582646	unknown	JQ889848.1	4	unknown	unknown
4.1543119643587	-8.06736551427894	unknown	JQ889849.1	4	unknown	unknown
5.52396192599354	-10.4596941680898	unknown	JQ889851.1	4	unknown	unknown
5.83758549774196	-10.5470563305944	unknown	JQ889852.1	4	unknown	unknown
4.26256685307268	-7.95212746928829	unknown	KC810006.1	4	unknown	unknown
4.1797239700178	-8.03348143921421	unknown	KR611337.1	4	unknown	unknown
3.4205675524125	-7.69518778572969	unknown	KR611341.1	4	unknown	unknown
4.0357721553915	-7.8815450565467	unknown	KR611343.1	4	unknown	unknown
5.5816895059574	-10.3807462580712	unknown	KR611344.1	4	unknown	unknown
5.72267241505315	-10.6267466082036	unknown	KR611350.1	4	unknown	unknown
5.74010459569382	-10.1903588917753	unknown	KR611351.1	4	unknown	unknown
3.53717625620144	-7.73972383365802	unknown	KR611352.1	4	unknown	unknown
3.46536235222884	-7.65004917498974	unknown	KR611353.1	4	unknown	unknown
3.46852115642886	-7.73418875786466	unknown	KR611354.1	4	unknown	unknown
4.16815095766575	-8.08804119737242	unknown	KR611361.1	4	unknown	unknown
4.30155608123942	-8.10506884971327	unknown	KR611362.1	4	unknown	unknown
3.41496698699537	-7.70311953045691	unknown	KR611376.1	4	unknown	unknown
5.88863085355954	-10.5519007539556	unknown	KX159281.1	4	unknown	unknown
5.94251297972637	-10.5493808958248	unknown	KX159282.1	4	unknown	unknown
5.93041571968585	-10.5223332976422	unknown	KX159283.1	4	unknown	unknown
5.9199067827853	-10.2933592071815	unknown	KX159284.1	4	unknown	unknown
4.28023226244985	-8.07048439799039	unknown	KY328287.1	4	unknown	unknown
5.97505578065878	-10.427070436482	unknown	KY936880.1	4	unknown	unknown
4.27799858460014	-7.99956676232169	mild	M25199.1	4	unknown	unknown
